titles,category
키움같은 팀이 필요할 수도 있겠네요,KIWOOM
그래도 키움 신인 선수들한테는 좋은 구단 아닌가요 ,KIWOOM
이장석 내칠수는 있나요 ,KIWOOM
이장석을 무너트리는건 수도권 거주  개구단 팬이 고척을 불매하면 됨,KIWOOM
조상우 선수 그 동안 수고 했어유  ,KIWOOM
조상우가 부상회복 후 퓨처스에 나왔었군요,KIWOOM
키움팬들 절망을 누구보다도 잘 이해합니다   원년 해태팬입니다    ,KIWOOM
이정후 김혜성 김하성 안우진 이  명도 못잡을까요  ,KIWOOM
오늘 구단 인터뷰보면 무슨뜻인지는 알겠네요,KIWOOM
내년 겨울에 송성문을 어디로 팔아먹을까요 ,KIWOOM
많은 키움팬들이 걱정하는 것과 다르게 키움은 거의 확실하게 내년에 투자 할 수 밖에 없습니다 ,KIWOOM
키움이 하는건 탱킹이라고 하는것도 아깝습니다,KIWOOM
송성문도     년전에 트레이드할까요 ,KIWOOM
송성문도 시즌 중반쯤 되면 타팀에서 딜하겠네요,KIWOOM
왜 타팀이 더 긁어요 ,KIWOOM
키움은 팀 구조상 윈나우 절대 못하죠,KIWOOM
공평한 히어로즈   ,KIWOOM
히어로즈 매각 기원,KIWOOM
이장석 스레기 봐라,KIWOOM
조상우 어깨부상이 이번이 처음인가요 ,KIWOOM
키움 역시 장사 잘해요,KIWOOM
조상우 트레이드는 조상우가 제일 이득이죠,KIWOOM
조상우선수 아껴주세요,KIWOOM
조상우 트레이드 누가 이득인 것 같나요 ,KIWOOM
     키움 국내 투수,KIWOOM
이 망할팀 평가는      시즌에 해도 안늦습니다 ,KIWOOM
내년   순위에 김영우급 뽑을수있음 좋겟네요,KIWOOM
키움은   억으로  라운드  명 계약금도 벌었네요,KIWOOM
조상우 대가로 선수 추가로 받았다면 누구 받을 수 있었을 가요 ,KIWOOM
 과감한 선택 안하면 리빌딩 더 오래걸려  파격 트레이드 단행한 키움  왜 조상우까지 트레이드 했나,KIWOOM
키움 매년 흑자라고 자부심갖는 팬들 있던데,KIWOOM
조상우 기아 간게 좋은 이유 ,KIWOOM
     드래프트  번    번    번 후보군,KIWOOM
키움은   억때문에 선수파는 구단이미지로 정착하는 느낌,KIWOOM
키움 입장에서는 너무 타이밍 재다가 가치를 떨궜네요,KIWOOM
조상우 반대급부 개인적으로 실망스럽네요,KIWOOM
조상우 트레이드 된거에요   ,KIWOOM
키움만 문제 있는 것처럼 얘기하는 사람들이 제일 이해 안되네요,KIWOOM
만약 김혜성 메이저 못가면,KIWOOM
키움은 구단자체가 사기에 구걸구단임,KIWOOM
키움은 송성문까지 돈으로 다 팔아 버리면,KIWOOM
키움의 또 다른 뒷문 마무리도 있습니다  삼성 등 관심 가져주세요 ,KIWOOM
안우진은 서비스 타임이  년인가요   년인가요 ,KIWOOM
키움이랑 트레이드 하는게 아님   ,KIWOOM
엿같은 상황에 그나마 다행인거,KIWOOM
박승주 결혼 축하합니다 ,KIWOOM
씁쓸하다 못해 어떤 생각까지 드냐면,KIWOOM
여기서 팬들 이해시키려면 답은 하나밖에 없어요 ,KIWOOM
베코 당시 조상우 트래이드 주도한 구단이  라  라 지명권 사용하는것에 부담 느낌,KIWOOM
삼성은 조상우 왜놓친건가요,KIWOOM
솔직히 합리적인 무브이긴 합니다,KIWOOM
그래도 키움은 필요한 팀입니다,KIWOOM
내년에 또 기아  라 두장이네,KIWOOM
키움은 영구결번 아직 없죠 ,KIWOOM
이번건은 프런트가 조상우 몸상태에 대한 확신이 없던거에요,KIWOOM
구단 운영방식 실드치는 팬들이 있다는게 놀랍네요,KIWOOM
다 좋은데   억은 딴데쓰지 말고     년을 위해서 모아두길,KIWOOM
   에 문의 글이라도 적어봤습니다,KIWOOM
이선수는 어떻게 될것 같나요  ,KIWOOM
키움 네고됨즈,KIWOOM
송성문  이주형  안우진도 팔겠죠 ,KIWOOM
진짜 나중에 사기당했다는 소리나오면 욕나올듯,KIWOOM
히어로즈는 매각 가능성 없나요 ,KIWOOM
키움은 이렇게 운영하고도 왠지,KIWOOM
요즘 울팀에 가장 필요한 것    ,KIWOOM
지극히 개인적인의견,KIWOOM
나중에 키움에게 사기당했다 소리만 안나왔으면,KIWOOM
송성문도 파는거 확정이네요,KIWOOM
이제 키움 탱킹 아니라는 헛소리는 그만 봤으면,KIWOOM
생각보다 기분이 괜찮네 무뎌졌나바요,KIWOOM
김재현   억 주려고 조상우 현금 트레이드   ,KIWOOM
키움  년뒤에 재평가 받을거 같음,KIWOOM
키움은 운영 진짜 뭣같이 하네요,KIWOOM
 라   픽이 조상우 보낼정도의 가치가 있다고 보시나요 ,KIWOOM
샐캡은 낮다고 욕하고 선수는 사가고   ,KIWOOM
키움은 안우진도 섭타    년 남을때 팔까요 ,KIWOOM
이번에는 선수 받을거 같았는데 아니네요,KIWOOM
트레이드는 예상했다만   ,KIWOOM
키움입장에서는 최고의 트레이드같은데요,KIWOOM
서건창 이정후 김하성 조상우,KIWOOM
우리 지금 재정 상황이 이때만큼 심각한듯     ,KIWOOM
 히어로즈 는 영원히 현금트레이드에서 못벗어나는군요,KIWOOM
불매했으면 좋겠네요,KIWOOM
송캡만 잡으면 이해합니다,KIWOOM
타 팀 팬이라 조심스럽지만,KIWOOM
키움은 고척돔이 아까운 수준  ,KIWOOM
안치용   키움의 구단운영 방향성 을 잘 모르겠다 ,KIWOOM
지명권이랑 선수라도 받아와야지  ,KIWOOM
이택근말고 히어로즈에서 전성기보내고 은퇴한선수는 못본거같네요,KIWOOM
구단명을 바꿔야 하는 거 아닌가  ,KIWOOM
 라  라인게 좀 아쉽네요,KIWOOM
내년에 송성문도 팔듯,KIWOOM
조상우 나가서 키움불펜은 주승우가 마무리네요 ,KIWOOM
전 키움 투수 이안 맥키니 근황,KIWOOM
땡큠   ,KIWOOM
불펜 누구 있나요  원종현  장필준  주승우  김성민 ,KIWOOM
내년 끝나고 송성문 노릴만한 팀은 어디  ,KIWOOM
키움은 사실 올해도 힘들다 봤는데,KIWOOM
안우진        라    억,KIWOOM
신인 전체   번    보상선수   인,KIWOOM
키움이 강백호 질러볼듯   ,KIWOOM
조상우랑 키움은 작년 하반기 때부터 서로 멀어지지 않았을까요 ,KIWOOM
어제 진행한 유니폼 무료 나눔 당첨자 및 마감 전달합니다,KIWOOM
그래도 키움은       이상 승률은 할듯하네요 ,KIWOOM
작년 순위 다툼 중 조상우 트레이드 가치    ,KIWOOM
키움팬인데 나쁘지 않은데요 ,KIWOOM
키움 조만간 안우진도 팔아먹을듯,KIWOOM
김혜성 무응찰로 크보 남으면 어케될까요 ,KIWOOM
근데 솔직히 계속 이러면 선수들은 팀 로열티가 생길까요 ,KIWOOM
솔직히 몇십만 달러 아끼자고 후라도 내보낸것도 황당했는데,KIWOOM
내년 스토브 주인공은 송성문일듯,KIWOOM
    홍주연 아나 인스타스토리    ,KIWOOM
근데 키움 팬분들 괜찮으세요  ,KIWOOM
샐캡 하한선은 꼭 만들어야겠네요 ,KIWOOM
조상우의 싸함은 스탯지만 약간 들여다봐도 알수있습니다,KIWOOM
키움 인스타           ,KIWOOM
조상우 틀드,KIWOOM
키움은  년간  라를  명 가져가네요,KIWOOM
조상우 트레이드는 윈윈이죠 다만,KIWOOM
대놓고 탱킹해서 리빌딩이면 이해라도 하지,KIWOOM
키움은 충분히 잘 판거 같은데요 ,KIWOOM
  시즌 이 라인업 이였으면 우승 할수도,KIWOOM
조상우 근데 개막시리즈부터 출전 못해요 ,KIWOOM
내년 시즌 키움에게 뒤쳐지는 팀이 있다면   ,KIWOOM
장필준 줍줍하고 조상우는 팔고  ,KIWOOM
팬들은 안중에도 없는 근본없는 팀,KIWOOM
최근  차   번 지명 선수들    ,KIWOOM
그래도 타팀들이 키움한테 잘 대우해 주는 느낌 ,KIWOOM
선수 파는거 하나도 안아까운데  ,KIWOOM
안우진도 팔진 않겠죠 ,KIWOOM
  억 또 이장석 주머니로 간건가,KIWOOM
    키움     년 달린다메요 ,KIWOOM
저 돈 보태서 송성문 연장계약하면,KIWOOM
키움은 크보 차원에서 막아야함,KIWOOM
근데 타팀팬들은 키움 있는게 좋지 않나요 ,KIWOOM
조상우 어깨상태는 어때요 ,KIWOOM
솔직히 히어로즈 팬들 불쌍하다,KIWOOM
홍원기 머리아프겠네요,KIWOOM
팬들 입장에서 유일하게 긍정적인 부분,KIWOOM
  인  년 렌탈권   위   위 신인 이네요 ,KIWOOM
  억 개열받는게 코로나도 아님,KIWOOM
아이러니한 게    억이 안끼어있었으면 덜 화나셨을 것 같은데,KIWOOM
만약 키움이 틀드로 보낼 수 있는 선수가,KIWOOM
팀 방향이 확실한 키움  키워서 판다 ,KIWOOM
완전 메이저리그 식 운영 아니에요   ,KIWOOM
송성문 팔면,KIWOOM
  인보다   픽이 낫다고 판단했나보네요,KIWOOM
  억이 리얼 열받게하는 포인트,KIWOOM
키움은 진짜 다 팔아버리네요,KIWOOM
조상우 팔고 문성현   로 잡기만 해봐라,KIWOOM
키움은  년연속 상위 지명권 트레이드,KIWOOM
진짜 개 병 신 팀이네,KIWOOM
키움에 남은 네임드급 선수 얼마 없네요,KIWOOM
이렇게되면 안우진한테 모든걸 배팅한듯한,KIWOOM
땡큐 이러고있네      ,KIWOOM
송성문은 국내에 파나요  해외에 파나요 ,KIWOOM
마킹 유니폼   장 있는데 이제 두명 남았어요    ,KIWOOM
솔직히 히어로즈 너무 심하다,KIWOOM
키움행보는 놀랍긴하네요,KIWOOM
키움 혼자 아마야구하게 생겼네,KIWOOM
키움은 돈이 진짜 없나요 ,KIWOOM
조상우는 잘판겁니다,KIWOOM
이건 주인이 바뀌지않는이상 매번 같겠네요,KIWOOM
기아가 트레이드 잘하네요 ,KIWOOM
트레이드 하는건 그러려니 하는데,KIWOOM
내년 시즌 끝나면 송성문 차례네요,KIWOOM
안우진도 팔까요 안팔까요 ,KIWOOM
저라면 조상우 선발씀,KIWOOM
조상우 시즌중에팔릴꺼라고생각헸는데,KIWOOM
                                                                    ,KIWOOM
빨리 팀 매각이나 됐으면,KIWOOM
키움 입장에서는 장사 잘한듯,KIWOOM
키움은 야구보다 돈이 우선인거같죠  ,KIWOOM
송성문도 트레이드 될 수도 있겠네요,KIWOOM
 년 사용권     인 보상선수      억     라    라    억,KIWOOM
  년  라면 내년 기아 성적에 따라 달라지나요 ,KIWOOM
뷰웅신같은 놈들,KIWOOM
킹콩성문도      팔겠죠 ,KIWOOM
팬들도 이런 운영 안 싫어하는거 같던데요,KIWOOM
조상우 구속 얼마나 나오나요,KIWOOM
 키움  두산 히어로즈의 결렬 된 트레이드 중 하나,KIWOOM
지명권 트레이드 생기니 키움이 장사 많이 하네요,KIWOOM
키움은 욕심부리다 대가 많이 못받았네요,KIWOOM
키움팬분들 힘내세요,KIWOOM
송성문 반대급부는 어떻게 되나요 ,KIWOOM
안우진 돌아오면 달린다가 아니라  ,KIWOOM
키움 근데 노땅들은 왜사는거지,KIWOOM
개 좆 같은 십할 색끼들,KIWOOM
송성문도 팔려나가겠네요   ,KIWOOM
기아는 장현식 유출 바로 회복하네   ,KIWOOM
조상우 이전에    중반 막뿌리던 그 폼은 아니지않나요 ,KIWOOM
저번에 말했지만 걍 키움팬은 싸울필요 없다니까요 ,KIWOOM
키움 주축선수     년 남기고 팔아버리는거 리그차원에서 제지해야합니다,KIWOOM
키움 하한선 이야기 나온지 몇일 됐다고,KIWOOM
진짜 키움팬들은 힘이 안날듯요,KIWOOM
와 지명권 받은건 이해해도 현금   억은 충격이네,KIWOOM
키움 내년 신인 지명  번   번   번    ,KIWOOM
김혜성 메이저 포기하고 돌아올수도 있나요    ,KIWOOM
내년 키움 승수 예상합니다 ,KIWOOM
키움 팬들이 셀캡 하한 반대하는건 웃기네요,KIWOOM
타팀형들 좀만 기다려주세요,KIWOOM
구단이 뭣같은건 맞는데,KIWOOM
키움은 진짜 문제있는 구단인게 맞는부분이,KIWOOM
히어로즈는 이장석만 처리하면,KIWOOM
만약 다른 기업이 키움 인수하고,KIWOOM
이정후가 키움 역대 선수들 중 가장 인기가 많나요   ,KIWOOM
저는 키움이 크보에서 새로운 방향성을 제시하는 팀이라고 생각합니다,KIWOOM
신인 오리엔테이션에 이정후가 다녀갔네요,KIWOOM
키움팬 숫자는 서울 서부권 거주민이 다수일것으로 추측,KIWOOM
키움이 올해들어 방출 고참선수들 수집하는 이유에 대한 본인 생각 ,KIWOOM
만약 김혜성 무응찰되고 키움으로 다시 되돌아오면 키움이 또 팔까요 ,KIWOOM
이장석 비난은 범죄자 비난이니까 오케이죠,KIWOOM
서건창 엘지로 트레이드 보낸 것 관련해서,KIWOOM
키움이 투자 안 하네   리그에 기생충같다고 욕하면서도 순위경쟁에 닥치면,KIWOOM
키움이 후라도  헤이수스 재계약 안한 이유 추론해 봅니다 ,KIWOOM
하영민은 언제  되나요  ,KIWOOM
키움은 반등요소가 적기때문이죠,KIWOOM
다 저희를 싫어하니까요 ,KIWOOM
키움 다음시즌 승률예상,KIWOOM
키움여태 욕안먹다가,KIWOOM
  년에 꼴찌안하면 ,KIWOOM
키움의 은근 심각한 문제가 드래프트이기도 합니다 ,KIWOOM
이장석이 젤 문제인데,KIWOOM
키움 까이는건 돈아깝다고 특급용병 버린게 문제임,KIWOOM
누가보면 키움을 크보가 강제로 참여시킨줄 알겠네요,KIWOOM
한편으론 영원한건 없다는걸 키움을 통해서 느껴지는듯 ,KIWOOM
사실 키움이 성적만 잘 나오면 문제없어요,KIWOOM
키움이 욕쳐먹는 이유는,KIWOOM
아니 그래도 돈 꼬라박고 맨날 꼴지 하는 팀들 보다는 백 배 낫지,KIWOOM
키움이 왜 욕먹는지 이해를 못한다고요 ,KIWOOM
키움은 탱킹 내년 포함해도    년밖에 안함,KIWOOM
선수단 연봉총액 적다고 별소리를 다듣네요,KIWOOM
키움이 왜 욕을 먹는지 이해가 안되네요 ,KIWOOM
그냥 리그에 키움같은팀만 존재한다고 가정해보세요,KIWOOM
근데 키움 팬들만 괜찮으면 괜찮은거 아닌가요 ,KIWOOM
키움말머리 새글이 많아졌네요,KIWOOM
다른건 이해해도 도슨 대체자 안구했다는 말은 좀 그렇네요 ,KIWOOM
키움의 운영방식은 영리한게 아니라 영악한겁니다,KIWOOM
 만약    현대중공업의 키움 인수,KIWOOM
근데 솔직히 키움도 다른 구단들 처럼 대기업 이였으면,KIWOOM
샐캡 하한선도 생길거면 빨리 생겨버리면 좋겠네요,KIWOOM
키움의 전략은 이거 아닌가요 ,KIWOOM
근데 키움 그거 돈 내야 하지 않음 ,KIWOOM
어차피 꼴찌 계속하면 돈안되서 해체나 팔거나 할꺼에요,KIWOOM
샐캡만 봐도 알 수 있듯이 키움은 안정적인 모기업이 팀을 인수하지 않는한 가을야구는 해도 우승은 못한다고 봅니다 ,KIWOOM
근데 키움도 이해는 되는게,KIWOOM
                          최근  년 키움 승률입니다,KIWOOM
키움이 욕먹고 있는건가요 ,KIWOOM
그냥 지금 이런 상황 아님 ,KIWOOM
중계권료는 순위대로 분배하면 많은 문제가 해결되지 않나요  ,KIWOOM
근데 키움이 이런운영으로 계속 꼴지하면 어떻게되나요    ,KIWOOM
이런 선수들  군 기용하는게 정상적인 운용인가요 ,KIWOOM
지금 키움 상황이 타팀으로 치면  ,KIWOOM
키움은    의 북괴인가요 ,KIWOOM
오히려 제일 빡치는건 키움팬 아닌가,KIWOOM
당장 키움 비판할 필요 없습니다  ,KIWOOM
이형종계약 이면계약 있지 않을까요 ,KIWOOM
키움팬이 이장석의 운영에 동조를 한다는 글도 있네요 ,KIWOOM
키움은 돈을 안쓰고 싶어서 안쓰는게 아닙니다 ,KIWOOM
내년 샐캡이 더 낮아지지않나요 ,KIWOOM
중계권료가 문제라면 성적순으로 차등지급 하면 됩니다,KIWOOM
샐캡때문에 욕하는 이유가 이거임 ,KIWOOM
키움 징계로 드래프트      라운드권 전면박탈 어떤가요 ,KIWOOM
셀러리캡 하한선은 반드시 만들어야하는 제도죠,KIWOOM
솔직히 키움은 지금 미소짓고 있죠 ,KIWOOM
키움이 돈안쓰는걸 욕하는 이유가 대체 뭐임 ,KIWOOM
혹시 유니폼 나눔 하면 받으 실 분 계시나요 ,KIWOOM
  사면  급산다고 뭐라해 폐지주우면 폐지줍는다고 뭐라해 이제 하한선으로 뭐라하면,KIWOOM
조상우 엘지 안익훈 선수랑 트레이드 어떤가요,KIWOOM
이제는 선수단연봉낮다고 한국야구 발전에 도움 안된다는,KIWOOM
개병 신같은 애들 많네,KIWOOM
매각을 시켜줘요 그럼,KIWOOM
키움팬들은 구단운영에 동화된사람들이 늘어났네요,KIWOOM
 개구단에서 하한선 만들어서 돈 쓰게 하세요 그럼,KIWOOM
구단 운영인데 그걸 팬들이 어쩌라는건지,KIWOOM
이런 문제는 생길수 있지않음 ,KIWOOM
샐러리캡,KIWOOM
중계권료가  억이라고들었는데,KIWOOM
이팀 좋은 선수 빼갈땐 윈나우 트레이드인가보네요 하하,KIWOOM
야구도 사업이니까 장사하는건 좋은데,KIWOOM
뭐이리 불만이 많은지      ,KIWOOM
그냥 규정에 헛점이 너무 많을 뿐입니다,KIWOOM
하한선 제도 만들어도 피해갈 방법은 있는게,KIWOOM
딱히 키움 욕할것도 없지 않나싶은데  ,KIWOOM
그냥 샐캡한도    억으로 줄이고 외인  명까지 늘리면됨,KIWOOM
수익 분배가지고 착각하는 사람들이 많네요,KIWOOM
키움이 욕먹을 필요 있나요,KIWOOM
키움 소유권은 법적으로 정리가 끝났나요  매각 가능성은 있나요 ,KIWOOM
  개 구단 사장들이 만든 샐캡룰인데,KIWOOM
히어로즈는 구단 운영 하는 이유가 뭔가요 ,KIWOOM
애초에 아무생각없이 진행한 크보를 욕하는게맞죠 ,KIWOOM
샐캡 하한선 만들어라 웅앵웅앵,KIWOOM
가난해서 돈을 알뜰하게 쓰는게 욕먹을 일인가요 ,KIWOOM
샐캡 하한선을 만들긴 해야할 듯    ,KIWOOM
   억     ,KIWOOM
말 나온 김에 질문 있는데,KIWOOM
샐캡하한을  개구단이원하는이유,KIWOOM
이승원 몸    ,KIWOOM
국제대회나가면 니들이 무슨    억이냐 난리면서,KIWOOM
키움팬으로서 사실 지금 셀캡도 줄이고싶은데,KIWOOM
애초에 셀캡 도입한 의도가 코메디니 이꼴난거죠,KIWOOM
키움이 뚜렷하게 돈을 많이 쓴 시즌은 애초에 없습니다 ,KIWOOM
이장석이 하한 반대하는 건 이해가 가는데 키움팬이 반대하는 건 이해불가네요   ,KIWOOM
샐캡을 우리가 만들자고한것도 아니고,KIWOOM
샐캡 하한선 얘기가 웃긴게,KIWOOM
근데   년에 김혜성  억 천도 빠짐,KIWOOM
키움이 해냈다 ,KIWOOM
  년 예상 전력,KIWOOM
샐캡 하한 걸면 키움은 픽장사 하겠네요,KIWOOM
셀캡 하한선 정해야죠,KIWOOM
올해 선수단 연봉   억중에  명 연봉이   억임,KIWOOM
크보 노크하는 용병들은 키움 기피할듯,KIWOOM
키움 용병 운영 보면 용병 줄이기 빌드업 아닌가 하는 생각이 든다,KIWOOM
와  진짜 파란만장하네  원클럽맨 트레이드 아픔    금의환향  차 드래프트 이적 방출 극적 현역 연장  내년 제대로 부활할까,KIWOOM
조상우 기아 삼성 엘지중 데려가는팀이 우승합니다,KIWOOM
안우진은 고교시절때 어느정도급 실링으로 평가받았나요 ,KIWOOM
구단 사상 최고액을 받았지만 형편 없는 실력을 보여준 야구선수,KIWOOM
기사 보면 키움이 정말 알차게 영입한것 같지만,KIWOOM
퓨처스리그에,KIWOOM
조상우는 내년에 구위 건재한거 확인되는 순간,KIWOOM
키움 선수팔고 줍줍하는만큼 성적도 잘나와야 된다고 생각합니다,KIWOOM
스폰 키움이랑 몇년 남았나요 ,KIWOOM
키움 개막 상대 어느팀인가요 ,KIWOOM
탱킹이라고 욕먹을 건 도슨 대체자 안 구한것밖에없죠,KIWOOM
키움 입장에서 방출선수 몇명 더 영입할수도 있겠군요,KIWOOM
키움이 예전에는 안그랬던거 같은데     ,KIWOOM
걍 줍는건 문제 전혀 없어요 ,KIWOOM
오선진선수 영입에 대한 개인적인 생각,KIWOOM
오선진 숏이 아직 된다면 내년시즌 주전 아닌가요,KIWOOM
키움 근데  천도 아니고 연봉  천에 계약하는거 진짜 팀칼라    ,KIWOOM
연봉  천짜리 선수 영입한거에 이렇게 시끄러운게 정상인가요 ,KIWOOM
키움은 진짜 영입이라는 단어 쓰지말길,KIWOOM
무슨 노인정 만들 일 있나   ,KIWOOM
방출 줍줍이 많은 올해   ,KIWOOM
선수 줍줍은 잘하는거죠,KIWOOM
선수 줍줍은 잘하는거죠,KIWOOM
키움 오선진 합성    ,KIWOOM
오선진      커하시즌 하이라이트,KIWOOM
현재 키움 메리트는 두가지라고봐요,KIWOOM
방출선수 줍는거에 괜히 의미부여하는 사람이 많네요,KIWOOM
키움 행보 정말 특이하네요,KIWOOM
올해는 전준표 코인 타봅니다 ,KIWOOM
개인적으로는 키움이 우승이나 한국시리즈 가줘야 크보에는 좋다고 봄,KIWOOM
정현우선수는 기대됩니다,KIWOOM
키움이 대학생과 교수만 있는 건 당연하죠,KIWOOM
 삼성  키움 라이온즈   ,KIWOOM
이팀 최강야구 진출이 목표임 ,KIWOOM
최강야구  군도 아니고,KIWOOM
조상우 트레이드 한다는 얘기있나요 ,KIWOOM
이 팀이 방출줍줍을 많이하는 이유,KIWOOM
뭔 놈의 팀이 교수랑 학생만 있네요 ,KIWOOM
부러움,KIWOOM
 오피셜  키움  롯데 출신    세 베테랑 내야수  오선진 전격 영입  연봉  천만원 ,KIWOOM
 거지구단 ,KIWOOM
키움 컨셉 독특하네요,KIWOOM
거지구단,KIWOOM
근데 오선진은 만족이긴합니다 ,KIWOOM
사천만 땡겨줘요,KIWOOM
연봉  천짜리 몇명을 줍는거야,KIWOOM
줍줍도 많이 안하던구단이 갑자기 다줍는 컨셉,KIWOOM
근데 키움은 타팀에서 방출된 베테랑선수들 다줍네요,KIWOOM
오선진 영입,KIWOOM
와 진짜 다줍네,KIWOOM
오선진 영입    ,KIWOOM
오선진 키움행    ,KIWOOM
조상우 몸상태가 그닥인듯,KIWOOM
현우야 괜찮아  힝,KIWOOM
얼어붙은 키움 스토브리그     년 원클럽맨  문성현도 안 잡을 듯,KIWOOM
키움 트레이드관련   년넘게 보면서 느낀점,KIWOOM
조상우 트레이드 썰 삼성인가요 ,KIWOOM
조상우는 건강만 하면 섭타는 문제없지 않나요,KIWOOM
트레이드 얘기는 매번 똑같음,KIWOOM
본인들이 조상우 필요하다며 썰이나오는건데,KIWOOM
키움 보양식 나왔네요    ,KIWOOM
아니면 하주석 끼어서 삼각트레이드라도 하려나,KIWOOM
조상우 데려가려면,KIWOOM
정현우 어깨 괜찮은건가요 ,KIWOOM
    신인 드래프트 전체  번 키움 히어로즈 정현우 오늘자 최강 야구 투구 모음           ,KIWOOM
그래도 정현우 비싼교육비 지불했네요,KIWOOM
정현우 키움선수맞네요,KIWOOM
정현우 좋은 경험이네요,KIWOOM
역시 돼장님 솰아있네,KIWOOM
정현우 예방주사 세게 맞네요 ,KIWOOM
정현우 홈구장 등판,KIWOOM
정현우 두둥등장,KIWOOM
키움 엔트리 예상   인,KIWOOM
내년 키움 센터라인은    ,KIWOOM
유격수자리에 벌크업 신인이  ,KIWOOM
내년 키움의 불펜은 어떤가요 ,KIWOOM
 인사진   ,KIWOOM
        경쟁도 없는데 보장   억이라고 ,KIWOOM
이주형 인스타            정화 ,KIWOOM
키움팬이 느끼는 긍정적인 면과 불편한 팬심,KIWOOM
키데나스  루 수비 가능한가요 ,KIWOOM
안우진이 미국가면 어느정도 해줄까요 ,KIWOOM
류지혁이   억이면 김혜성    억도 가능할듯,KIWOOM
  억짜리 부상 ,KIWOOM
푸이그 네임으로는 크보 역대급이긴하죠,KIWOOM
히어로즈 일일자선카페        키스성문 ,KIWOOM
신인 입장에서는 키움이 대체로 좋은 팀이 아닐까요,KIWOOM
오지환은 골글  회가 아쉽죠,KIWOOM
낭만챙기는 구단은 아니지만 서건창은 데려왔으면 싶네요,KIWOOM
   김혜성 스카우팅 리포트,KIWOOM
일반인이 안우진 공못받냐니까 김진영 답     ,KIWOOM
키움 히어로즈 역대  차  라운드 지명선수,KIWOOM
신인 타격 훈련영상 보니 김태완 여론이 안좋네요,KIWOOM
송우현이랑 이상영이 다른 점은 뭔가요 ,KIWOOM
김혜성  년연속 골글이 진짜 얼마없을것같았는데,KIWOOM
야잘알 박소영아나운서 키움픽위주로  등,KIWOOM
히어로즈 외인 용병  명 분석 ,KIWOOM
  년전과 현재  키움      ,KIWOOM
헤이수스 오기전에도 평가 거의 악평이었죠,KIWOOM
히어로즈의     시즌 외인 선수들에 대한 분석 ,KIWOOM
 년만 더 버텨보시죠 ,KIWOOM
김서준 박정훈 피지컬이 진짜 좋네요,KIWOOM
뜬금없지만 박성한 갖고싶네요,KIWOOM
김혜성이 다른 선수들하고 저렇게 차이 날 정도였나요   ,KIWOOM
이정후 강정호 김하성 김혜성 다   인가요 ,KIWOOM
김혜성은 돌아가는 분위기가 고우석이랑 비슷하네요,KIWOOM
김혜성도 은근 평화왕이네요      ,KIWOOM
박민우가 기아였으면 김혜성 못받았겠네요,KIWOOM
김혜성 수상에 황성빈이 나온줄,KIWOOM
 골글   루수 김혜성  ,KIWOOM
김혜성 헐값이라도 메이저리그 도전할까요 ,KIWOOM
안우진 근황,KIWOOM
               키움 히어로즈 하영민,KIWOOM
안우진과    존 상상해봤는데요  ,KIWOOM
박병호는 전성기  년이 너무 화려하죠    ,KIWOOM
카디네스 온다 했을때 욕한거 대가리 박겠습니다 ,KIWOOM
카디네스   홈런 기원    ,KIWOOM
카디네스 꾀병 논란 건으로 보면 키움이 선수 관리는 잘하는 듯 합니다 ,KIWOOM
영웅선발대 모집    ,KIWOOM
이러다가 카디네스가 겨울내내 재활 잘해서 부상 다 회복하고,KIWOOM
카디네스가 진짜 억울할 뻔 했네요,KIWOOM
너무 도박수 크게 두는 거 아니에요 ,KIWOOM
태업같은건 막 이야기하면 안될듯,KIWOOM
카디네스 태업은 아니네요 유리몸인거지,KIWOOM
염승원  정현우   우리팀 루키가 상 받았네요 ,KIWOOM
염승원 선수  년 재활 기간에 하주석 선수  년 단기 채용은 어떤가요 ,KIWOOM
비시즌 기간 활동 금지 규정이 있는데 우리 신인들 대만 캠프는   ,KIWOOM
 롯  트레이드 문의,KIWOOM
스프링캠프 참관단 모집,KIWOOM
박병호 염경엽이 키웠나요  ,KIWOOM
이정후는 ,KIWOOM
김혜성이   로 나왔다면,KIWOOM
케니 로젠버그 분석  ,KIWOOM
염승원은  루자원이었을테니  대체자는 ,KIWOOM
내년 시즌  강 예측,KIWOOM
키움의 유격수,KIWOOM
염승원 팔꿈치 수술    ,KIWOOM
도슨은 보류권 묶여있나요 ,KIWOOM
그놈의 심리상담자격증,KIWOOM
     푸이그재회소감  ,KIWOOM
전성기 조상우 삼진공    ,KIWOOM
루키 캠프 영상 보면서 소소한 느낌 몇가지,KIWOOM
영웅들   세 젊은 캡틴의 겸손함이란,KIWOOM
카디네스 저번에 영입 확정낫을때 아직 부상 완치 아니라고 기사 낫엇을텐데 아무도 몰랏나요   ,KIWOOM
요즘 핫한 홍주연     아나운서    ,KIWOOM
키움 히어로즈   시즌 디자이너 채용,KIWOOM
삼성 출신 외국인 선수로 재미 쏠쏠히 본 게 나이트였는데 카데나스도 타자 버전 나이트가 될 지   ,KIWOOM
  가 말했던,KIWOOM
카데니스인지 뭐시깽이인지 계약 왜 했을까요 ,KIWOOM
박효준 병역법 패소로 은퇴아니면 한국행인데  라 힘들듯요,KIWOOM
 카디네스 태업  지금도 옆구리 미세손상  키움  선수 믿고     시즌 간다,KIWOOM
카데나스 옆구리 미세손상      ,KIWOOM
