Title,Category
꼴 다 집어치우고 추재현은 진짜 박키할 가치 있음,DOOSAN
김민석 저거 어깨 사회인야구급이던데    ,DOOSAN
진심 전민재는  도 안아까움,DOOSAN
무툴석 얼빠들도 같이 데려가라,DOOSAN
민재  아까비,DOOSAN
김태형이 정철원 존나 좋아하긴 했나보네,DOOSAN
김성배 김승회에 정철원까지 아낌없이 주는구나,DOOSAN
근데 내야 박살났는데 전민재 보내는게 맞냐 ,DOOSAN
꼴  김민석 풀타임  할 무조건 친다,DOOSAN
전민재       ,DOOSAN
이 트레이드는 사실 추재현이 메인이다,DOOSAN
꼴  갤비워 병신들아    ,DOOSAN
무툴석 잠실에서 송구 기대되네,DOOSAN
김민석 휘문출신 아님 ,DOOSAN
제발 킹캉행님   ,DOOSAN
김민석 정철원 둘다 개좆망한 선수인데,DOOSAN
꼴 무툴석 사용 방법 알랴주러 옴,DOOSAN
롯 정철원 갓맙다,DOOSAN
너네 내야 이유찬 박준순 강승호 양석환으로 가능 ,DOOSAN
서로서로 이득이라는 트레이드     ,DOOSAN
꼴  진짜 너무너무 고맙다,DOOSAN
김민석 송구 봐라       ,DOOSAN
정철원 너네 마무리아님   너네 손해같은데,DOOSAN
개이득 트레이드네             ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
쓱  정철원이 그 여자친구 관종 걔 아님 ,DOOSAN
내야 씹창났는데 웨 외야수 틀드 ,DOOSAN
김민석 두린이 인증 ,DOOSAN
꼴  김민석은 외야보는 폭도영이라고 보면 된다   ,DOOSAN
   틀드 축하함,DOOSAN
너네 이득 같은데        ,DOOSAN
김민석은 그렇다 쳐도 추재현       ,DOOSAN
근데 기왕 영입할거 우타자가 낫지않았나,DOOSAN
김민석 저새끼 개거품   아님 ,DOOSAN
꼴  김민석 송구     ,DOOSAN
와 개씹이득트레이드아님 ,DOOSAN
오피셜 ,DOOSAN
정철원잘해 ,DOOSAN
칰 트레이드    ,DOOSAN
트레이드할거면 박진 와도 좋을듯,DOOSAN
김재환 트레이드 해야한다,DOOSAN
황성빈 후려치고 데려오고싶어서 꼴갤에서 분탕중인데,DOOSAN
서열정리함들어가보자,DOOSAN
현재 못생긴 페미 뚱돼지 언냐들 근황    ,DOOSAN
김재환이 개거박보다 무한배윗급 야구실력도 인성도위인이유,DOOSAN
꼴 축하한다      ,DOOSAN
진지하게 두산은 김도영 박영현 안우진 홍창기 강백호와야 우승가능할듯,DOOSAN
혜자틀딱불펜    년   억 계약    ,DOOSAN
      썰  니네 팀 이적 확정 곧 발표,DOOSAN
곰모 부모가 애들 아이디로 예매했다가 애만 보내고 못들어간적,DOOSAN
선거법 개정해서 벌금      만 원 이상으로 바꾸면,DOOSAN
쥐퐁티 도배충 안오네,DOOSAN
최원태 영입관련  지방    수도권     관계자 모두 고개를 내저었다 ,DOOSAN
곽빈 말고는 최원태보다 좋은애 없는데,DOOSAN
 나이스 볼  요미우리 아베 감독 칭찬 받은 두산 투수 있다   꿈만 같,DOOSAN
허경민 버린건 팬 여론 의식한 역대급 병신 운영임,DOOSAN
동덕베어스      ,DOOSAN
요한복음  장  절   절 의 사본,DOOSAN
   ,DOOSAN
 년전 경기 봤는데 정수빈 김재환 양의지만 남아있노,DOOSAN
페미니스트들  동덕에 남는다       억  배상하고 장발도 싹뚝,DOOSAN
아시아쿼터 내년 도입되면 감자 오는거 어케 생각함 ,DOOSAN
살면서 처음으로 공장 다니는데 회사 나가는게 기다려질 정도,DOOSAN
박건우 보면 옛날에 구 동방신기 시절 믹키유천 생각나지 않냐,DOOSAN
겆  내년에 니들 가을갈듯,DOOSAN
올시즌 성적표    ,DOOSAN
양신 자선야구 참가 명단    ,DOOSAN
이종범     무시 수준    ,DOOSAN
동덕여대   학번의 복구비 해결방안    ,DOOSAN
갤러들 즐겨먹는 컵라면  선발 뭐라구 생각해 ,DOOSAN
본인 몸매     ,DOOSAN
롯데가 웬만하면 우승해야하는이유,DOOSAN
본인 와이프의 언니의 남편을 뭐라고 부름 ,DOOSAN
베중정 베중전   세대 잠실 아이돌  가능할까  정수빈 선배 후계자  영,DOOSAN
프로야구 입장수입 중계권료 변화    ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
속보      후보 조수행         ,DOOSAN
곰모 암표상 접어라  ,DOOSAN
근데 지명타자 골글은 최형우 확정임 ,DOOSAN
제러드 재계약 하나 남은 두산    최우선 타깃이지만 불안요소도 있다,DOOSAN
어빈이랑 해치 기대해도 되는 거  ,DOOSAN
범 죄 두,DOOSAN
이 새끼들은 또 해줘야 ,DOOSAN
정철원 박치국 김명신 트레이드만 되면 완성이네,DOOSAN
두산베어스 미래 주전 라인업,DOOSAN
진지하게 김택연이 신인왕 할 정도의 실력이냐 ,DOOSAN
동덕여대 공학반대글 쥐퐁티 새끼,DOOSAN
     방출,DOOSAN
허경민 샐러리캡 얼마 빠지냐 ,DOOSAN
꼴  루 뎁스 별로지 ,DOOSAN
강백호는  급이다  아니다 ,DOOSAN
 공수표 아니다  부산 야구팬들 숙원 이뤄지나,DOOSAN
일  해치는 도대체 왜데려갔노      ,DOOSAN
올시즌 크보 골글 예상    ,DOOSAN
김택연 신인왕  순위 맞음 ,DOOSAN
양재훈 홍민규 신인투수 둘 마캠 합류      ,DOOSAN
베테랑 타자들    ,DOOSAN
곰모 안 감,DOOSAN
동덕여대 공학 전환을 반대합니다,DOOSAN
성남시   야구 전용구장  만든다 노후 종합운동장 리모델링,DOOSAN
양준혁  이종범,DOOSAN
마태복음  장  절   절 ,DOOSAN
이거 너네 선수인데 누구냐,DOOSAN
근데 제영이가 계약금 풀로 줄만한 애임 ,DOOSAN
제러드 내놔,DOOSAN
기  니네 제러드영 안잡음 ,DOOSAN
올시즌    위팀 맞춤  내년 순위,DOOSAN
각 팀별  급,DOOSAN
언제까지 돡밑똥칰일까 ,DOOSAN
김현수 데려가서 영결식 은퇴식 다해줘라 진짜,DOOSAN
고영표가 윤성환 넘었다고 생각하냐 ,DOOSAN
데이비슨,DOOSAN
동덕여대의 남녀공학 전환을 반대합니다,DOOSAN
정철원 박치국 김명신 줄께 신인우선권  라 라만 줘라,DOOSAN
너네 유격수 없지  홍종표   정철원 트레이드 어떠냐 ,DOOSAN
두리누나 왜 안오시냐 ,DOOSAN
김택연 인천사냐 ,DOOSAN
김현수 이팀에 남았으면 영결가능했을까,DOOSAN
못쓸 정철원 박치국 김명신 트레이드 추진하고 있지 ,DOOSAN
후쿠오카인데 양의지 김재환 양석환 돌아다니노,DOOSAN
곰모 남녀 비율        ,DOOSAN
윤세호   잠실돔과 붙은 쇼핑몰에 갤러리아 들어온다    ,DOOSAN
꼴데 신구장 투시도    ,DOOSAN
하주석   김성욱 싸트 유력썰 떴네,DOOSAN
둘중에머 고름,DOOSAN
우리 구단은 얼마잔 롯데처럼 페스티벌 안 하는게 개좆같음   ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
내년에 소형준 제대로 터는거냐   ,DOOSAN
최원태같은 서울출신 개인싸가 마산 촌동네까지 오는 그림은 안 그려짐,DOOSAN
갸형님  거품 쪼오오옥 빠졌네  ,DOOSAN
두산베어스 유니폼 및 의류 보유 역사,DOOSAN
겨울에 미국간다 지랄말고,DOOSAN
승샵이는 구단주가 정말 사랑하기는 하나보네,DOOSAN
아픈 손가락 전락한  한국의 오타니   차 지명 유망주   일타강사  강,DOOSAN
꼴  라 김민석주면 누구까지 가능 ,DOOSAN
꼴 김민석    정철원 하냐 ,DOOSAN
해치 어떰   ,DOOSAN
썰쟁이 떳다  팀 경합    곧 뜬다네   ,DOOSAN
 오피셜  부산 사직구장 재건축 대체구장은 아시아드 주경기장    ,DOOSAN
꼴  이게 아직도 굴러다니네    ,DOOSAN
부산시 사직야구장 재건축 및 종합운동장 복합개발 비전 발표,DOOSAN
여기 갤,DOOSAN
이정도스펙이면 문무겸비 상위   퍼센트냐,DOOSAN
신인왕은 박영현이지 김택연이 아니야,DOOSAN
내년 긍정적인부분 부정적인 부분,DOOSAN
쓸모없는 정철원 박치국 김명신 트레이드 추진해라,DOOSAN
  개구단 역대 토종 한국인 최다 홈런타자    ,DOOSAN
      개구단 역대 토종 한국인 최다 홈런타자    ,DOOSAN
    사인앤트레이드 두산 온다     현재 추진중   ,DOOSAN
현재 난리난     상황     ,DOOSAN
김영현 옷피셜   전입신고      ,DOOSAN
사람 인생 질문인데,DOOSAN
장현식이랑 홍건희랑 급차이 많이나냐 ,DOOSAN
 김도영의 시간이 왔다  한은회 최고 선수 선정 신인상은 김택연     ,DOOSAN
꼴  이게 아직도 돌아다니는구나    ,DOOSAN
    이무형 기자 사과문    ,DOOSAN
박효준     이승엽이다,DOOSAN
 세대 뷰티화보      ,DOOSAN
요한복음  장  절   절 ,DOOSAN
최일언 말 요점정리 김택연 병신,DOOSAN
최원태  년   억 계약,DOOSAN
깡패 만나가 디지는줄 알았다 ,DOOSAN
이정도스펙이면 문무겸비 상위   퍼센트냐,DOOSAN
망공 유니폼 사이즈 교환,DOOSAN
김택연은 왜이리 워크에식이 별로임,DOOSAN
너거 해치 메이저  승 패     ,DOOSAN
누구 싸인볼임 ,DOOSAN
기타 라는 악기는 원래 다 똑같은거 아니었음 ,DOOSAN
프리미어   투수진 최종성적    ,DOOSAN
대흥민 동점골    ,DOOSAN
칰  니네 경기개시음악 좀 무섭지않냐 ,DOOSAN
타  너넨 담 시즌은 버린거노  ,DOOSAN
내년 순위 이게 정배임 ,DOOSAN
 년뒤에 버려질 야구장    ,DOOSAN
님들 궁금한거 있는데,DOOSAN
한남충들 예쁜여자는 페미 안한다 이지랄   ,DOOSAN
마동석    페레이라    룰 없이 스냥 싸우면 마동석 승산있음 ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
개축 팔레스타인전        ,DOOSAN
쥐 내가 오비 좆나 안좋아하는데 딱한번 감동한 내용,DOOSAN
벌써   년 넘게 우승 못한 프로야구팀    ,DOOSAN
콱 쿠에바스 벤자민 퇴출 유력,DOOSAN
내년에  허경민  잠실에서  모자 벋고  인사하면    ,DOOSAN
 년새     증속  두산에 뜬  비밀병기  왼손 파이어볼러 박지호,DOOSAN
프리미어 국대 학점줬던    스포츠 사과문 입갤    ,DOOSAN
남자기준 체지방률     골격근량    체중    이면 어떤거냐 ,DOOSAN
둘 중에 누가 더 낫냐 ,DOOSAN
김인식 전 감독  기가 막힌 일  어딘가 잘못된 거 같다 ,DOOSAN
오늘 팔레스타인전 개축 국대 몇대몇이 정배야 ,DOOSAN
외인 누구 방출댐 ,DOOSAN
이제 남은것 정철원 박치국 김명신 트레이드,DOOSAN
 마라톤대회 비자 로 입국한 케냐 선수들이 양식장에 무슨 일      ,DOOSAN
어우 인천부천에서 오는거래는 왜 다 이모양인지,DOOSAN
양신  우리도 선수들 외국으로 좀 보내자    ,DOOSAN
김영현 프리미어     던진것 보니까,DOOSAN
오재원이면 두산레전드 아냐 ,DOOSAN
    칩,DOOSAN
 외인 붕괴 가을야구 광탈  악몽 겪은 두산   어빈 해치  원투펀치 확,DOOSAN
어르신들한테 두산 하면 아직 김동주 홍성흔이네,DOOSAN
제일위대한사람은,DOOSAN
실시간 동덕갤 올라온 현재 동덕여대 내부 상황    ,DOOSAN
류중일  교류전 많이 해야 한다 ,DOOSAN
야구선수 인터뷰하는거 보면 원래 이렇게 못해 ,DOOSAN
용병둘 다혈질이라던데,DOOSAN
성관계 도즁에 콘돔 빠져서 쌍욕먹음    하      ,DOOSAN
고창성은 말년에 어캐됨 ,DOOSAN
   억 먹튀들 고려장 시켜야 한다니까,DOOSAN
이팀 야구 보면 내 인내심도 한계가 들어나는걸 깨닫게됨,DOOSAN
프리미어    투수진들  학점 나온거    ,DOOSAN
친구가  개월 같이살고이혼한다던데 개월살았으면 개짧음 짧음 평타 오래삼,DOOSAN
프리미어   타자들 성적    ,DOOSAN
돡정빈 응원가    ,DOOSAN
똥  용병존나세보이네,DOOSAN
   김택연 솔직히 일본리그가면 패전처리도 못할 구위야   냉정하게,DOOSAN
허경민 김재호 빠진 곰 내야  새 지휘관 후보 박준영  패기 넘치게  끈,DOOSAN
칩 니네 용투 투구폼 봤는데,DOOSAN
토종 이닝 순위    ,DOOSAN
홍어 장현식 퐈 보상선수    ,DOOSAN
빈자돌림  명 밖에 없음 ,DOOSAN
너네는 허경민 보상선수 언제 뽑냐 ,DOOSAN
클래식충이 간과하는 공갈포들의 치명적 단점,DOOSAN
요즘 아픈 사람들은 왜 그런거냐,DOOSAN
양석환이 잘하는거 맞냐,DOOSAN
경민이줄돈  외국인 두명한테 뒷돈으로 뿌린듯,DOOSAN
타  니네 눈 존나 높네 발라조빅을 버리노,DOOSAN
어떻게 용병 이름이 서울 상징         ,DOOSAN
기  함덕주 갓맙다   ,DOOSAN
곰모 싸인회 조펑가,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
이번 국대 야수 최종성적    ,DOOSAN
최일언도 이제 범싸개들한테 욕쳐먹겟네    ,DOOSAN
해치를 주워오네    ,DOOSAN
진지하게 내년 우승 할거같지않냐  ,DOOSAN
버어어어어어어 어엄죄      ,DOOSAN
이름 머찌노,DOOSAN
          ,DOOSAN
    투수 이름이 서울 마스코트    ,DOOSAN
해치 새 별명 뭐가 좋을까,DOOSAN
새 용투 해치 영입    ,DOOSAN
두산 내야진 정리,DOOSAN
버어어어어어어어엄죄      ,DOOSAN
양석환 생각보다 공갈포는 아니노,DOOSAN
토마스 해치 공 좋네   ,DOOSAN
최근   년간 스토브리그때 한화 설레발 모음 정리    ,DOOSAN
어떻게 새용병 이름이 상상의동물    ,DOOSAN
칰 두산 내년 코시가겠는데  ,DOOSAN
내 운동 패턴 평가좀,DOOSAN
두산 해치 계약,DOOSAN
쥐원태 투표한거            ,DOOSAN
오재원 마약수수  징역  년 구형,DOOSAN
그냥 철원하지 말라는 건데,DOOSAN
한화 조수행 트레이드 썰,DOOSAN
쥐  최원태 곽빈보다 약간 못한데 인기 없는 이유 뭐냐,DOOSAN
김택연 워크에씩 쓰레기였구나,DOOSAN
살다살다   이닝 던진걸로 혹사드립,DOOSAN
내가 김택연이라도 어깨뽕이 차오르는 이유   ,DOOSAN
어제 일본    도미니카전 보니까,DOOSAN
관리해주면 성적안낸다     ,DOOSAN
택연이는 이미 망가지고 있는거같음,DOOSAN
결혼하면 빨리 죽지 ,DOOSAN
최일언 돡싸개남 혹사무새 저격,DOOSAN
마태복음  장  절   절 ,DOOSAN
이승엽을 국대감독으로,DOOSAN
 오피셜  두산베어스 새로운 외인  선발 영입,DOOSAN
김택연도 이제 끝임,DOOSAN
김택연이 김서현보다 한급 위인줄알았는데    ,DOOSAN
여기서 무슨 종목이 연승하기 제일 까다롭고 힘든 종목이냐 ,DOOSAN
담     안우진 구창모 원태인 곽빈으로 가면  강은 가능성 있음 ,DOOSAN
 개구단 긴급 화력체크,DOOSAN
   너넨 내년부터 우리한테 개쳐맞을준비 해라,DOOSAN
스웨디시 업소라는 곳을 처음 경험했는데 와 뭐냐 시발 ,DOOSAN
좆택연 또 나라망신 시킴  뺀질뺀질  하,DOOSAN
칰  외야수 틀드카드 제시요,DOOSAN
  개구단 역대 최고의 토종투수      누가 제일 근본없음 ,DOOSAN
다시보는 라떼동맹 팀들 위엄    ,DOOSAN
정수빈 한화에 팔자,DOOSAN
현역중에     현폼 탑  위가드 누구임 ,DOOSAN
이때 광저우 아시안게임 야구 국대 라인업    쎄보이냐 ,DOOSAN
최원태 관련   개구단의 입장    ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
범     ,DOOSAN
크보 심판하구 방송구 기상캐스터하구 누가 더 연봉 많아 ,DOOSAN
동덕여대 공지   선처 없다    ,DOOSAN
이승엽이 김태형보다위인이유,DOOSAN
칰  야  조수행 얼마냐,DOOSAN
이때   가 그렇게 강했냐 ,DOOSAN
예전 크보 투수중에 서균이라구 있었나,DOOSAN
박준순 유리   ,DOOSAN
야구부장   남은 우완 외인  메이저     모두 경험 있으며 작년에도,DOOSAN
개택연은 오승환이 아니었습니다 ,DOOSAN
야구부장   박준순 팔꿈치 통증,DOOSAN
요즘 홍어들이 주장하고 있는 것      ,DOOSAN
코구부장 라이브 썸네일    ,DOOSAN
호주전 관중일 아가리질     ,DOOSAN
개빡쳐서   트윈스로 세탁한다,DOOSAN
니네 이분은 안 그립냐,DOOSAN
북한 황당한 처형 사유    ,DOOSAN
오늘자 동덕여대 근황    ,DOOSAN
      개구단 별명 이거 다 맞음 ,DOOSAN
      개구단 별명 이거 다 맞음 ,DOOSAN
  개구단 원년 에이스 투수 명단인데 다 공감가냐 ,DOOSAN
한현희  야구를 못했는데 욕먹는 건 당연  내가 어린 나이도 아니고 ,DOOSAN
담배 메비우스  팩 은 왜 출시된거임      ,DOOSAN
내년 개막전 문학에서 한대,DOOSAN
류중일 기자회견 발언           는 본선 진출할 수 있게 연구,DOOSAN
류중일에 비하면 슈동님은 선녀맞네,DOOSAN
프리미어   타자 최종 성적      ,DOOSAN
니애미,DOOSAN
정철원 박치국 김명신 트레이드좀 해라,DOOSAN
김택연 내년에 안식년 필요한거 아니냐 ,DOOSAN
킹도영 투런    ,DOOSAN
  범 두 고개를 들어라 점수좀 줄수 있지,DOOSAN
칰  두뽑뽑요,DOOSAN
실시간 똥칰팬            ,DOOSAN
우리 택긩인 귀여워서  실점 봐줌,DOOSAN
돡 투수들 줄줄이 오마카세     ,DOOSAN
차라리 혹사당해서 어깨박살났어야했으면 개추     ,DOOSAN
이새끼들 올라오는 족족 쳐맞네     ,DOOSAN
확실히 박영현이 김택연보다 두수위다,DOOSAN
시즌내내 씨발 김택연 올려치기하더만,DOOSAN
김택연 내년에 퍼질듯,DOOSAN
쥐 범돡이 다 말아처먹노   ,DOOSAN
또 두산이야 ,DOOSAN
느그투수는 왤케 다 병신밖에 없냐 ,DOOSAN
김택연 팬 많겠다,DOOSAN
이번국대보니 김택연이랑 박영현 구위 살짝 차이나긴 하네,DOOSAN
김택연 이영하 최승용 다 나오누    ,DOOSAN
어제밤   시까지 경기한 캥거루 상대로 뭐하노,DOOSAN
대표팀 선수 공식 입장 떳다,DOOSAN
예선탈락 했는데  야구같은것  왜보냐      ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
이영하가 류중일 야구생명 끝낸듯       ,DOOSAN
근데 똥받이역할은 왜다우리팀이냐   ,DOOSAN
니들한테 열받는거 많은가보네  승  패 감독,DOOSAN
밀리런은 시발 병신새끼가     ,DOOSAN
아니 돌중일 미친련 쟤를 왜 올리는데,DOOSAN
이순철  준엄한 쓴소리  언더에 약할 것 막연한 분석 실패 ,DOOSAN
광화문 광장에    만 명 모여서 촛불집회하면,DOOSAN
똥칰 장진혁 콱행    ,DOOSAN
장진혁이 누구냐,DOOSAN
엄상백 보상 선수   장진혁 지명,DOOSAN
남은    명단,DOOSAN
김재환이 박병호보다위인이유,DOOSAN
뉴진스 해린 고화질,DOOSAN
류중일  대만전 패배로 꼬였다 ,DOOSAN
두산 배어스  미아 위기 하주석에  년   억 계약,DOOSAN
리얼글러브 어워드 후보자    ,DOOSAN
최근  년 연봉랭킹 상위   명    ,DOOSAN
근데 국제대회에서 부진한 이유 분석해봤는데 이거 맞음 ,DOOSAN
김광현    류현진    고우석 누구 복귀기사가 제일     왔냐 ,DOOSAN
민심의 법정에서 이재명 대표님은 무죄다 ,DOOSAN
호주전         ,DOOSAN
시대별     최약체팀 명단인데 이 중에서 누가 제일 약하냐 ,DOOSAN
조크보 최고의 마스코트는   맥시멈  개까지 선택 가능 ,DOOSAN
시대별     최약체팀 명단인데 이 중에서 누가 제일 약하냐 ,DOOSAN
역대 국제대회에서 대회별 최고 역적 선수 명단    ,DOOSAN
     예비    명단      ,DOOSAN
동덕여대 옆 아파트 뷰 근황    ,DOOSAN
   이용찬  원하는 또 다른 팀 있다 ,DOOSAN
프리미어    투수 기록    ,DOOSAN
정철원 박치국 김명신 트레이드 해야한다,DOOSAN
   김강률 선수  원하는 팀이 많다 ,DOOSAN
 병역 혜택 줘야   국제 대회 경쟁력 상실한 한국 야구,DOOSAN
이쯤되면 크보의 과학,DOOSAN
영화관 같은 타이페이돔 좌석   ,DOOSAN
 세대 뷰티화보,DOOSAN
역대 국제대회에서 대회별 최고 역적 비호감구단들 명단    ,DOOSAN
양석환 와이프 사투리 쓰는 것 같던데,DOOSAN
 년일하고 퇴사한거면  아주 오래한거  오래한거  평타  짧개함,DOOSAN
하주석은 관심없다고  그럼 이도윤은 어때 ,DOOSAN
쥐  허경민 가니까 좋아 ,DOOSAN
핫코너 텅 빈 두산  그럼에도 류지혁 하주석엔 시선 안 둔다,DOOSAN
트레이드카드 쓸때 되었다 정철원 박치국 김명신,DOOSAN
니들 이거 봤냐  ,DOOSAN
똥  이새끼 누구임    ,DOOSAN
마태복음  장  절   절 ,DOOSAN
안우진의 저주,DOOSAN
김택연은 김서현한테 서열정리당한듯  ,DOOSAN
두산 베어스가 숨기고 싶어하는 과거,DOOSAN
두산 베어스를 지지하는 정치인,DOOSAN
두산 베어스가 숨기고 싶어하는 진실,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
     크보 이해안되는점,DOOSAN
김대한은 터지면,DOOSAN
칩  너네 저스틴 니퍼트 어데로갔노      ,DOOSAN
프리미어    내년부터 지역 예선 시작       년   개팀 조별리그,DOOSAN
김지찬은  년에 얼마정도일까 ,DOOSAN
야구 세계 랭킹 순위,DOOSAN
니들은 진짜 서울아니면 다른지방에서는 못살겠냐 ,DOOSAN
코로나 전까지만 해도 야구 국제대회 가지고     의 저주,DOOSAN
일단 일본전에 최숭용을 쳐낸게 에바였음,DOOSAN
곽빈도 방금 인스타에 유종애미뒤진 드립 썼노     ,DOOSAN
류중일 국제대회   아시아대회 아시안게임      만 결과 좋음,DOOSAN
한국은 아까 저 일본 마지막투수한테     당함  ,DOOSAN
두산 생각보다 좌투팜이 나쁘지않음,DOOSAN
못믿겠는데 사실 이게 진짜래,DOOSAN
버스 앞자리 앉은년,DOOSAN
만일 일본이 쿠바한테 지면 경우의 수를,DOOSAN
류지혁 진짜 두산합류 하냐    ,DOOSAN
부산 서면 스웨디시 갔다왔는데 미친    신세계,DOOSAN
실시간 병신새끼    ,DOOSAN
반달니폼 마킹   점,DOOSAN
연도별     최고의 불펜투수 명단    ,DOOSAN
아일릿 이번 새노래 가사 중에 하느님이라는 단어가 나오는데,DOOSAN
프리미어    심판하구 방송국 기상캐스터랑 누가 더 돈 많이 벌어 ,DOOSAN
글레디에이터  결말   주인공이 막시무스 아들이었음,DOOSAN
실시간 일본 대만 경기 상황    ,DOOSAN
곽빈 벌써 귀국 준비하노  ,DOOSAN
페미돼지들 눈 존나 높음 이 좋아하는 야구선수,DOOSAN
정수빈은 지금보면 싸게잡은거냐 ,DOOSAN
예전 크보 용타중에 페레즈라구 있었나,DOOSAN
현재 스토브리그 무브면 올시즌 우승노릴 전력아님 ,DOOSAN
동덕여대  걍이팀 팬들보는거같으면개추   ,DOOSAN
프리미어    국대 선발이 너무 부실한거같은데,DOOSAN
타석  미터앞에  내야수 다 모아도 불법아니지 ,DOOSAN
서울은 상도역 근처 여기가 살기 존나게 좋음     ,DOOSAN
두산 관련썰,DOOSAN
이승엽 덕분에 웃는날이 더 많았잖아 그거만 생각해,DOOSAN
민심체크  민지,DOOSAN
각팀 백업포수 우르크    ,DOOSAN
우완 용투,DOOSAN
어빈 뭔가 켕기는데,DOOSAN
트레이드카드 한번 써 아깝잖아 정철원 박치국 김명신,DOOSAN
매크로 도배 없으니까 갤이 죽었노,DOOSAN
     유격수 골글은 ,DOOSAN
황의조는 관상만 봐도 여자들이 엄청 싫어할 관상임 ,DOOSAN
콱  허경민이 김치면,DOOSAN
동덕여대 시위를 적극 지지합니다 ,DOOSAN
한일전에서  루에서  루로 도루한 선수 누구였지,DOOSAN
김지찬은  년에 얼마정도일까 ,DOOSAN
칰  니네가 우리 토마스 해치 데려간다며,DOOSAN
우리 지금 영입썰 도는 용병 약사한데 프리미어  에서 홈런 맞은놈이네  ,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
김서현  좋은 기운으로 도쿄 간다면 팔 한번 버려보겠다 ,DOOSAN
타  김택연 한국 수영으로 귀국시키면 안되냐 ,DOOSAN
허경민은 김동주를 뛰어 넘는  루수,DOOSAN
망천 앤더슨 재계약으로 외인투수구성 완료    ,DOOSAN
요한복음  장  절   절 ,DOOSAN
허경민을 음식으로 비유하면 딱 이거임,DOOSAN
쓱더슨 재계약    ,DOOSAN
내년 정철원 박치국 김명신 두산에 필요할까  트레이드시켜라,DOOSAN
칩  김재호 영결 불가임 ,DOOSAN
겆  좆밥새끼들   ,DOOSAN
             ,DOOSAN
요즘 야구 여성팬들 분위기         ,DOOSAN
  신인 김무빈 경험치 먹나,DOOSAN
쥐 야 뜬금없는데     ,DOOSAN
칰갤에서 퍼온 게이글스         ,DOOSAN
갸  시발못참겠다 올려라,DOOSAN
이겼다 개씨발      ,DOOSAN
돌중일은 왜 신민재를  번쓰는거냐,DOOSAN
개인적으로 이번 대회    는 박성한,DOOSAN
존나 재미난 경기였다       ,DOOSAN
지고 있었으면 김택연 나올 타이밍인데,DOOSAN
콱  영현이 멀티 터진다 택연   ,DOOSAN
강승호가 국대 갔으면 최소 홈런  개는 깠다,DOOSAN
킹성한  역전의 적시타     ,DOOSAN
두산 야수 없는게 아프네,DOOSAN
박성한 진짜 개마렵다 시발,DOOSAN
드라마 찍노           ,DOOSAN
뭐가 더 빠를것같음 ,DOOSAN
콱  근데 여기는 야구안보나요    ,DOOSAN
타 여기는 중계 안달림 ,DOOSAN
 루 코치 전형도 했노       ,DOOSAN
타자이름이 나 두산베이스감독           ,DOOSAN
겆  갈비승용이 즐겁냐 ,DOOSAN
쥐  시발련들아,DOOSAN
쥐  김구리엘이   임   임 ,DOOSAN
김택연 나올 때 되었네,DOOSAN
오늘자 김도영 교체되기 직전 수비       ,DOOSAN
김대한 동기 문보경 적시타              ,DOOSAN
세계 대리그 게이크보 국제성적    ,DOOSAN
동덕여대를 위하여  원곡  두산의 승리를 위하여 ,DOOSAN
프리미어  ,DOOSAN
     류중일씨   투수운용 그렇게 하는거 아닙니다  ,DOOSAN
혜화 베어스  번타자,DOOSAN
정수빈이었으면 다이빙 가능했다,DOOSAN
   이렇게 보니까 얘 대박이었네  ,DOOSAN
안우진의 저주,DOOSAN
망  알칸타라 빠따 좆돼네,DOOSAN
꼬라지가  승 패  위딱   ,DOOSAN
팩트는 이지랄나도 내년엔 천만관중이라는거임      ,DOOSAN
투수교체는 이승엽이 훨씬 잘 하는거 같음,DOOSAN
    년 가장 기억에 남는 인터넷 이슈는 ,DOOSAN
오늘 부산 온천장역 근처서 게존예 만나고옴 대박   ,DOOSAN
안타친애  용병       ,DOOSAN
방금 공             ,DOOSAN
직구          넘는 투수    ,DOOSAN
경우의 수    ,DOOSAN
아직도 북괴욕하나 ,DOOSAN
민심의 법정에서 이재명 대표님은 무죄다 ,DOOSAN
도미전         ,DOOSAN
          느그 병신들이냐,DOOSAN
콱 김영현 설명서줄급은 아니고 주의할점,DOOSAN
도로돌아 친정으로 온 류지혁,DOOSAN
동덕여대 근황    ,DOOSAN
꼴  펭수 좋아하는 팬들도 있나보네     ,DOOSAN
감자 또 수술 받네      ,DOOSAN
영턱스클럽이라는 가수 아는 사람 진짜 있음 ,DOOSAN
가성비 투수들    ,DOOSAN
허경민 보상선수 김영현    ,DOOSAN
한강 삼촌  한강작품은 다 쓰레기 ,DOOSAN
     시     ,DOOSAN
    던지는애 두산에서 잡았냐 내년  살 버리고 ,DOOSAN
